respondent_id,probability_xyz,probability_seasonal
26800,0.06852986714682005,0.9156398831537664
26801,0.2202235596025677,0.2732342856682637
26802,0.07726889960899509,0.1264908258491952
26803,0.0821541096556168,0.15897401779077333
26804,0.07544086651078062,0.11838922421782104
26805,0.08456402191087925,0.13500137172064547
26806,0.0860802011749643,0.9043769629299094
26807,0.5558522343543154,0.8603262247468672
26808,0.1791658163976311,0.4791832531506466
26809,0.7740253469485555,0.2614099212421802
26810,0.07873451017132914,0.11530072973077524
26811,0.07147421639735238,0.11515209850688411
26812,0.11243328321859523,0.8493178504104241
26813,0.2699929671255029,0.43967417763362715
26814,0.059753943183702696,0.5579931960301486
26815,0.07333584927633892,0.12072870061424355
26816,0.06708523346342712,0.3212448380396915
26817,0.10409695923191453,0.6944862418609457
26818,0.11251010158371087,0.20647068180763845
26819,0.413750434334166,0.4222663798349013
26820,0.08637394451962789,0.19347942375333402
26821,0.09313376147119054,0.40528183922463173
26822,0.15475225202873713,0.7985671833698335
26823,0.4435660396676407,0.41620668816845885
26824,0.07847135336712371,0.7385674290864659
26825,0.3901897021095588,0.7482058323827657
26826,0.07130000386931021,0.7088512905764496
26827,0.07933325807156491,0.13372292781281403
26828,0.16619613934069932,0.667298259853917
26829,0.5641118016733866,0.87776894954437
26830,0.07276604441509739,0.7417474510225306
26831,0.1656572997969615,0.6213648709736032
26832,0.13812805089141691,0.7969309430808356
26833,0.06691202346931574,0.6385656639538455
26834,0.1641101017646235,0.6780887997991819
26835,0.2864189154750378,0.8949352951711381
26836,0.2012615680978592,0.6997027272876329
26837,0.06867999820223154,0.09578070635051335
26838,0.0821541096556168,0.3922939884379484
26839,0.12001072006043505,0.2175921047888836
26840,0.09288734730398976,0.17462378268920126
26841,0.2243392819166902,0.7216951466027026
26842,0.08186546132481128,0.22556561342782197
26843,0.06026555566579717,0.11957367831709158
26844,0.06102640486865865,0.597181780461002
26845,0.0795494150780423,0.8345331836378413
26846,0.06833831554223858,0.8268048540447778
26847,0.5125881318173897,0.12302997186154706
26848,0.0723744255252637,0.7855905399414721
26849,0.10072147056325673,0.19833268293496092
26850,0.6668776067349302,0.5838210027970732
26851,0.06404774769049339,0.1317769493086528
26852,0.06171495238936985,0.12336710595687027
26853,0.4826311925334186,0.2538701009127553
26854,0.058857309790773686,0.14596441576335936
26855,0.5312036994529791,0.8340548468964167
26856,0.11395201692477022,0.10960937151943806
26857,0.42168397118325085,0.1952307085736967
26858,0.10916769169922688,0.302783486819043
26859,0.08603111650434443,0.16624674136706463
26860,0.11085833138461967,0.0921866792835336
26861,0.06513244534074351,0.08875711338844915
26862,0.09906373681900055,0.2455111151296481
26863,0.15847803681391645,0.47955697367415673
26864,0.5619049508624545,0.2191566581417409
26865,0.056224921240521954,0.11445179236078845
26866,0.15847803681391645,0.6804234067711513
26867,0.07892366473157668,0.12916918108314906
26868,0.7981721888734195,0.8806133167975039
26869,0.10828972905325396,0.5359651546048679
26870,0.5419646862224086,0.896267673707836
26871,0.06703091758305778,0.1264360769836751
26872,0.11158788384375155,0.3684978845305682
26873,0.1937137114114443,0.8154623993016874
26874,0.0821541096556168,0.11668072221425546
26875,0.4910560052474539,0.8716982378234449
26876,0.06735197793418787,0.11936623422953897
26877,0.07992131650593799,0.16843896731761906
26878,0.15960687133171522,0.2847638998089417
26879,0.05425757471394772,0.11860250780734678
26880,0.07898865083231495,0.1088801996289153
26881,0.05831291899403631,0.10475690884585033
26882,0.07333584927633892,0.12072870061424355
26883,0.0750510086661297,0.21181448175740128
26884,0.07729130867453411,0.1737808133544675
26885,0.21364174647707562,0.7394721341851294
26886,0.09528504732254948,0.7422720366844546
26887,0.4716863421820178,0.8569049887540646
26888,0.8542760901052473,0.8469112489215558
26889,0.0640759290034335,0.1263403982676123
26890,0.12944623775008074,0.3468437960204208
26891,0.46876666609991374,0.6737735539922735
26892,0.15655206402669278,0.8005143893390765
26893,0.07333584927633892,0.12072870061424355
26894,0.1594706891627975,0.224368970174639
26895,0.07146615760840923,0.8717116098799973
26896,0.07333584927633892,0.13897938298301138
26897,0.06311098702547903,0.4460541933150665
26898,0.1902462492214341,0.25212829106224255
26899,0.07725884437935872,0.1439316459788403
26900,0.11940482391512104,0.19949557205473598
26901,0.05821541318034522,0.2821009545907104
26902,0.1412905743983063,0.9026347085896197
26903,0.35132709050432454,0.07754342105384832
26904,0.06709181358267556,0.41933585413671337
26905,0.22668638042602143,0.888183137335935
26906,0.07716053514599772,0.42682821765877615
26907,0.054332308055728425,0.6715342185576223
26908,0.07662518136662462,0.7936645029860233
26909,0.0834277515482786,0.1324085748656452
26910,0.11478727693941652,0.551932190639527
26911,0.08603111650434443,0.18176857223470447
26912,0.4097283309731073,0.8958311428451993
26913,0.8283318117406355,0.7683146823914702
26914,0.0821541096556168,0.15897401779077333
26915,0.19752400397185294,0.8358971388499539
26916,0.07110916424870102,0.18808186388572604
26917,0.052516759636967,0.12719912007626696
26918,0.6822610423608189,0.8264979403081927
26919,0.1791658163976311,0.6867701688917559
26920,0.06558410870458302,0.1789052003872633
26921,0.09498855562320214,0.911015032033095
26922,0.06771233620275381,0.8818565901857982
26923,0.07023133394860587,0.44949032570814196
26924,0.6520675335707372,0.7050314150017568
26925,0.11670104525105891,0.7292864648614837
26926,0.5954413843292439,0.42596454300359765
26927,0.32606806767356616,0.776664388355976
26928,0.07379518736655541,0.4979051310925426
26929,0.08595569351221546,0.17286402934191797
26930,0.7413567955828736,0.8396833875206169
26931,0.09135985283453507,0.25102954819599405
26932,0.0682450283306004,0.9195540700795702
26933,0.07368057573656664,0.7262877936832944
26934,0.5231969179427511,0.8361831571148405
26935,0.1381015964128827,0.5450560091860235
26936,0.6820712697993906,0.2762109560068531
26937,0.14857543933344,0.6791971868787455
26938,0.08690754973255489,0.13141150487420744
26939,0.0588002711663752,0.13581340644462467
26940,0.1608337495594472,0.10981923534461169
26941,0.06194830575967759,0.4100514448023172
26942,0.6280363961957013,0.8276962422973503
26943,0.18927827965398863,0.6985026409748486
26944,0.08603111650434443,0.2568956129854877
26945,0.09251474208027342,0.4219884056282894
26946,0.09315844804988686,0.7634675141877824
26947,0.09135985283453507,0.3922939884379484
26948,0.05745371243680499,0.10527089086186463
26949,0.05602048804118927,0.10080299193566528
26950,0.06187551460718405,0.3811847941134225
26951,0.07333584927633892,0.22501971682982483
26952,0.8714112757321684,0.8759206058515558
26953,0.5420662773502849,0.8716679939676438
26954,0.06774543173591328,0.11547974061784871
26955,0.09225637847422608,0.6710606190271213
26956,0.09948046349825952,0.2028685450212912
26957,0.05954620253642516,0.9187208151420962
26958,0.2148544826272427,0.47328381863853136
26959,0.0704558840331412,0.17889511762275362
26960,0.0700882020060143,0.09736090218338928
26961,0.1257816940005016,0.40370536059377865
26962,0.11868350576567578,0.8783516078555909
26963,0.14497608215603963,0.3304119138428999
26964,0.09135985283453507,0.10640374503376082
26965,0.7749844170557761,0.8890144689713945
26966,0.05291660403158265,0.12309431266367143
26967,0.09288734730398976,0.4064726391224957
26968,0.061164583826706545,0.8715565458894343
26969,0.06066394662677322,0.11803446841623845
26970,0.8328951621372986,0.6741538893356538
26971,0.07478637078846993,0.13050458763706468
26972,0.054011867736453154,0.12356334992395429
26973,0.0938624688813963,0.16151920966432312
26974,0.08863163377910968,0.20906734928098974
26975,0.06759601304579041,0.695063292567592
26976,0.8333243797777294,0.2666826054866061
26977,0.06632494838307233,0.23288008044999142
26978,0.05862681779433659,0.859429740234493
26979,0.4892199415781324,0.8591584409784453
26980,0.07644110645502086,0.09741519544570867
26981,0.07439218288752314,0.45131661088816566
26982,0.6464688705360844,0.8928812351558816
26983,0.10647892089467892,0.45882791943801277
26984,0.08603111650434443,0.16624674136706463
26985,0.07075271167203213,0.1620063133930301
26986,0.13402513330655344,0.2357773532457548
26987,0.0821541096556168,0.18046676905042383
26988,0.0663869503496653,0.0996194585671991
26989,0.1614119115460878,0.8067661398115392
26990,0.054206276042685464,0.12387465114959806
26991,0.35672768797727267,0.4933832220394404
26992,0.316500956634849,0.5418306341491369
26993,0.11670104525105891,0.8463227598202002
26994,0.11801780947623648,0.2678491393929033
26995,0.1199706818489794,0.22749629733375196
26996,0.2840179884995321,0.5415628868192854
26997,0.0618003127830634,0.1604556539972997
26998,0.07415681849001722,0.11142667726356308
26999,0.427478487014562,0.3662058765188569
27000,0.08084184597799987,0.2522875024521225
27001,0.062028785302316126,0.808827951329349
27002,0.05204538975551902,0.19683041543498608
27003,0.05605950265624044,0.09581860983827664
27004,0.10680035637195749,0.19021601560584475
27005,0.3984092515753085,0.2599513533456186
27006,0.7897357178946143,0.8584797864590462
27007,0.08165161262585133,0.2948357724751333
27008,0.06891928437147178,0.0971233973741256
27009,0.0821541096556168,0.3922939884379484
27010,0.08603111650434443,0.2028685450212912
27011,0.1004669927576649,0.1655663408531204
27012,0.408207138705259,0.3632996952572799
27013,0.0821541096556168,0.3922939884379484
27014,0.06508021660313487,0.5167714022400614
27015,0.09288734730398976,0.19021601560584475
27016,0.08622147503510835,0.1677080143156772
27017,0.4181059938321313,0.8060510584110331
27018,0.08872542974382921,0.24717031138816228
27019,0.8441096491250406,0.8853371963840774
27020,0.17208467854694026,0.1964023365719478
27021,0.12081496304086276,0.191641047863251
27022,0.11924506719422803,0.20249621819861663
27023,0.17081885651852763,0.14128804660164318
27024,0.12350034658895198,0.24887079725496017
27025,0.12268987633062024,0.12110047156647222
27026,0.10888907768344701,0.5265104682705297
27027,0.06833831554223858,0.8268048540447778
27028,0.1972584127571157,0.8375035273106025
27029,0.08341793124051945,0.15358238384916267
27030,0.21824288845165798,0.34552391564847074
27031,0.12419250731235049,0.8554508929081236
27032,0.14857543933344,0.40719499187621794
27033,0.13167439602169081,0.7103669234613462
27034,0.05432948080512723,0.5051648905681759
27035,0.08603111650434443,0.2568956129854877
27036,0.11698614312461683,0.7463189200654028
27037,0.6668963532429854,0.7000756184051122
27038,0.0690222067723496,0.1263318367008651
27039,0.7190039765491316,0.891427507767244
27040,0.16053789235130206,0.12893861587537384
27041,0.07809619122758014,0.7217377833671419
27042,0.0795494150780423,0.7165489236948159
27043,0.4341584852275964,0.6678116830593753
27044,0.054767137833023755,0.10892991221817343
27045,0.10409695923191453,0.5993576336559492
27046,0.08011412113612319,0.15952971364207652
27047,0.5198134190347593,0.42633314928790256
27048,0.129607342267691,0.7369562659804122
27049,0.43129129939537136,0.8305536585626119
27050,0.11279391561796859,0.47275305461390466
27051,0.09288734730398976,0.27223857058295375
27052,0.09586391830497966,0.24208452792272991
27053,0.8586723138326599,0.8761772867785328
27054,0.06654606979468643,0.11695534788769107
27055,0.09199292298887167,0.9032282979044061
27056,0.057594654422360454,0.11006484405953214
27057,0.05831291899403631,0.09883354932167895
27058,0.7708304969116414,0.8857303932594773
27059,0.06774543173591328,0.13050458763706468
27060,0.06322779468498185,0.24576180070822903
27061,0.07683664001191445,0.40009453574207166
27062,0.07168347224107019,0.4516461291611374
27063,0.07784867903676451,0.7045213001043429
27064,0.20499319821540465,0.5531663664157964
27065,0.07356264767611587,0.3711572416206725
27066,0.07533624715380374,0.6456699784179019
27067,0.3372987915081828,0.8060510584110331
27068,0.8325504227044944,0.8830022136727694
27069,0.5694063558883692,0.9050362555420839
27070,0.07333584927633892,0.09106487604641819
27071,0.06774543173591328,0.13482695737382372
27072,0.10429820380882349,0.7662480431246024
27073,0.06436763537076326,0.884408751066507
27074,0.06056689438537269,0.18872831792165906
27075,0.8008661571200127,0.8730869096883636
27076,0.6618020241633568,0.8084077647110345
27077,0.07415681849001722,0.13243967542674975
27078,0.22236607291189883,0.8102039677524728
27079,0.27891897898823187,0.8554873729107074
27080,0.06876061739020604,0.151306532407441
27081,0.05903529324620808,0.8932426096493534
27082,0.1835744419805786,0.19949557205473598
27083,0.09586391830497966,0.24208452792272991
27084,0.8556172213637375,0.8202999390622074
27085,0.06618761010166069,0.11957367831709158
27086,0.07034721578061685,0.14149105814716675
27087,0.1594706891627975,0.224368970174639
27088,0.13984661508086385,0.5270764824859652
27089,0.17081885651852763,0.2554301206406991
27090,0.18843312966101058,0.6026148759011033
27091,0.4580519446462053,0.18279096059685343
27092,0.07784482335357117,0.25102954819599405
27093,0.11924506719422803,0.20249621819861663
27094,0.052444057706789435,0.12375018930619226
27095,0.06558410870458302,0.40988225390168764
27096,0.05847509066332453,0.20514028329632772
27097,0.6718488100462576,0.7861093763917324
27098,0.6128818271277737,0.8844926696513281
27099,0.1348991534574435,0.6749534081685791
27100,0.0860802011749643,0.9043769629299094
27101,0.07662518136662462,0.7936645029860233
27102,0.08186818640295447,0.8419249074808794
27103,0.054805879372055735,0.10567454224147597
27104,0.2156715001264486,0.6100603013062927
27105,0.07626303980694212,0.633835431147762
27106,0.4466452714594028,0.6927117316280702
27107,0.465563485328649,0.7127456435572519
27108,0.07729130867453411,0.19347942375333402
27109,0.06774543173591328,0.13050458763706468
27110,0.07933325807156491,0.4182295613238268
27111,0.06293891366799197,0.388532094048437
27112,0.27045674167369105,0.5920610568144021
27113,0.07532494499106071,0.137894504414351
27114,0.0821541096556168,0.15897401779077333
27115,0.7457103883652673,0.8216674354368103
27116,0.118066718211191,0.917647320875866
27117,0.07333584927633892,0.12406955629357654
27118,0.0821541096556168,0.3922939884379484
27119,0.06717310310919673,0.2580392435137378
27120,0.21727758881862205,0.9070078930384683
27121,0.05483610762403608,0.8072792322340226
27122,0.0714812472853668,0.43836813435235517
27123,0.0821541096556168,0.15897401779077333
27124,0.07301152661661421,0.14840172196439924
27125,0.07802064669134748,0.10045264457246725
27126,0.30786423380972505,0.13012503133139974
27127,0.08000117600947293,0.10999542986137603
27128,0.16889075792199226,0.3922939884379484
27129,0.5975101687885536,0.45156026950634054
27130,0.10680035637195749,0.21958369704877423
27131,0.06548692708928455,0.1040041286101007
27132,0.4910560052474539,0.886239519861644
27133,0.1001191364566982,0.6366070153461729
27134,0.6721608102142688,0.758813445552483
27135,0.16630628697623592,0.7591252638642352
27136,0.08011412113612319,0.3921362136326907
27137,0.07661721367689613,0.16966378595019388
27138,0.14150798101269774,0.28206976947540324
27139,0.12293969096971578,0.10634553014855724
27140,0.8542760901052473,0.8833701637030156
27141,0.595726283131907,0.8065789261025359
27142,0.06709181358267556,0.256013396267303
27143,0.3242499374035433,0.2455111151296481
27144,0.06774105366825364,0.12551116577941362
27145,0.6331652450272881,0.7709310111699166
27146,0.07017970487606266,0.9051433439190315
27147,0.08011412113612319,0.20339317070673998
27148,0.2514578233673793,0.1110553541864606
27149,0.35507221534314126,0.07626019078860327
27150,0.6692070270198852,0.8821622112399173
27151,0.08777427198005917,0.7327555186536936
27152,0.06056689438537269,0.18872831792165906
27153,0.17232201236881303,0.8291084522213708
27154,0.7410875066644471,0.8854927464657558
27155,0.1145782416891259,0.7471968612185523
27156,0.05420063595350797,0.23793673922989295
27157,0.0568124822269837,0.6686664942873654
27158,0.06602584664198279,0.3601401495538956
27159,0.07449671121232908,0.1484775624052171
27160,0.1877655818327866,0.32050704055956525
27161,0.16987517337241534,0.39030174545139074
27162,0.14730871775186924,0.8911433645494774
27163,0.7035626880504959,0.6916641653389036
27164,0.3388089639141035,0.17418112697988522
27165,0.5026586017321838,0.7634845282165453
27166,0.0930482217641913,0.12500270622263587
27167,0.10059991991242945,0.6862944784754628
27168,0.129459806083551,0.8316826254869384
27169,0.2840179884995321,0.6234169101311694
27170,0.26741758913408276,0.8352873995860388
27171,0.06914879038190745,0.19948818080468855
27172,0.05982187213190029,0.8667871987727228
27173,0.22817946108040454,0.5909010876278158
27174,0.07216470507231115,0.20311459707358615
27175,0.07859294397677087,0.13150108901672047
27176,0.46140153317314003,0.8854624005861365
27177,0.7749844170557761,0.8890144689713945
27178,0.08603111650434443,0.2568956129854877
27179,0.0933751351470315,0.18325427720262866
27180,0.2422322366836688,0.40781799253555207
27181,0.05992645745046952,0.859429740234493
27182,0.748693210367298,0.8834016809924559
27183,0.06120025838171741,0.6935538080380159
27184,0.05965961214782855,0.4438567739843599
27185,0.6025910447836084,0.8216674354368103
27186,0.15658571292811643,0.7944511129155543
27187,0.17256165933178566,0.16624674136706463
27188,0.07356264767611587,0.3711572416206725
27189,0.08202857517717536,0.6079716837216675
27190,0.4215461866957832,0.8861292548257869
27191,0.13976841707870483,0.8859854722485907
27192,0.5898194046462379,0.8735964556390631
27193,0.05807735033684035,0.1112312410869595
27194,0.10409695923191453,0.5993576336559492
27195,0.07852278537546752,0.14127222080195379
27196,0.21782496720894898,0.22109375023095215
27197,0.0853054127727128,0.7743380734942632
27198,0.8454684933992382,0.8717880757632177
27199,0.07416905658199201,0.12512480171507562
27200,0.3242499374035433,0.39227552141603234
27201,0.7267451906249215,0.8207257276468503
27202,0.11133643246671818,0.1349368608307144
27203,0.08084184597799987,0.12916918108314906
27204,0.06404774769049339,0.09883354932167895
27205,0.07784482335357117,0.1961500576313032
27206,0.1608337495594472,0.13698062884211967
27207,0.0821541096556168,0.15897401779077333
27208,0.7001051423456394,0.8015970959023498
27209,0.09948046349825952,0.16624674136706463
27210,0.21196063600912227,0.2894486249669512
27211,0.08622147503510835,0.19398520463933938
27212,0.5261975403147768,0.8985030660546327
27213,0.495426886650928,0.2565827662288979
27214,0.06171495238936985,0.14842338732107863
27215,0.08761515877952131,0.8197092026449958
27216,0.09468426455015987,0.8638705326999639
27217,0.089151627682626,0.13905602423505845
27218,0.614464880731303,0.8579827315319796
27219,0.4466452714594028,0.2554301206406991
27220,0.24947074129898422,0.7445166274620415
27221,0.10888907768344701,0.725438699372264
27222,0.2778733702977863,0.2455111151296481
27223,0.06563836313661303,0.8052383524630794
27224,0.2379231057285887,0.5015183504420418
27225,0.15399762414383392,0.17005288705100066
27226,0.05620519458871401,0.21034330712061378
27227,0.0821541096556168,0.25102954819599405
27228,0.4689254169935723,0.8630298958739259
27229,0.7875886439660559,0.8844926696513281
27230,0.11648253631022516,0.9024276858979529
27231,0.5765760443465575,0.8673559100059057
27232,0.11184423901228077,0.6272337609080555
27233,0.3934262006743074,0.2390668126598992
27234,0.06543147470005237,0.1217605648426098
27235,0.7801828173159869,0.8739930583528236
27236,0.08801298503512824,0.9044967684255467
27237,0.3372987915081828,0.6539854050390007
27238,0.1783733030830522,0.7242245373688067
27239,0.5262252200955211,0.12535238293381795
27240,0.08261782479508882,0.2855544409541285
27241,0.0821541096556168,0.1961500576313032
27242,0.13222349526384555,0.30554145674347466
27243,0.07049230626680984,0.12039032228467592
27244,0.07478637078846993,0.12715026579141164
27245,0.09177441740506634,0.5626282270013894
27246,0.7591657338616298,0.8913268877394618
27247,0.11963947237493895,0.9108278072494841
27248,0.11670104525105891,0.7292864648614837
27249,0.08945005237900568,0.6243024420840383
27250,0.09251474208027342,0.20129570904675717
27251,0.08097551508592923,0.2798074301043759
27252,0.4420741861548414,0.4202740440355989
27253,0.07115128645177082,0.8870428477547243
27254,0.8038411652813989,0.8774473373117879
27255,0.09948046349825952,0.18176857223470447
27256,0.5213029980383845,0.8913861473121069
27257,0.2840179884995321,0.6234169101311694
27258,0.5495903773199324,0.7773246064542273
27259,0.5999837994015732,0.8265936315231374
27260,0.2692938155617283,0.401309811307358
27261,0.07708649685323571,0.5483991287117022
27262,0.1594706891627975,0.5883543151321738
27263,0.13434842336197306,0.11369231989249924
27264,0.07615681662882078,0.10655057929485369
27265,0.07177609506208367,0.34377279091213264
27266,0.16987517337241534,0.3019955696852945
27267,0.3469881813269435,0.8672681194651591
27268,0.05664533815110477,0.19418207711069985
27269,0.7896985600199581,0.7733978673924905
27270,0.06077019137110853,0.12599155415241334
27271,0.06914879038190745,0.2453435938016973
27272,0.05632697802366499,0.47858547157787434
27273,0.08241465929693137,0.18208039180235125
27274,0.0933751351470315,0.264471319203899
27275,0.1336106621504816,0.30608162822438534
27276,0.05562602449099553,0.16385673197946954
27277,0.06523736735866636,0.9132399218981364
27278,0.16619613934069932,0.5595911968053698
27279,0.07194993546966122,0.24717031138816228
27280,0.316500956634849,0.4149267897997899
27281,0.07242366270627056,0.39590596315243237
27282,0.08364915997501789,0.8759660299451912
27283,0.052444057706789435,0.14182126826776822
27284,0.3142394132612006,0.2816092433301198
27285,0.08826610736753779,0.46161365324000725
27286,0.06097979199278387,0.19240224323325308
27287,0.1783733030830522,0.4430853498742436
27288,0.4591521528636705,0.7817624539450371
27289,0.3370635982177084,0.2609773890385053
27290,0.058857309790773686,0.14596441576335936
27291,0.6482133797000599,0.8455856298385386
27292,0.06755398672200866,0.49520062798973974
27293,0.09939630052686785,0.8919068877227604
27294,0.05745371243680499,0.11711247802484036
27295,0.22020349464582184,0.8477431068135376
27296,0.07705239397129185,0.8290259643468366
27297,0.09437404858771482,0.8310774877913027
27298,0.10409695923191453,0.24208452792272991
27299,0.17641257546576025,0.7364694387758547
27300,0.24311473653991347,0.8719142330745079
27301,0.056224921240521954,0.11445179236078845
27302,0.08202857517717536,0.727904720931688
27303,0.062030189534698126,0.1660965256700046
27304,0.07471453358923287,0.8509151335908088
27305,0.06240858358863902,0.12094963105306115
27306,0.131415344654443,0.5855217825091548
27307,0.8135869611370937,0.8996203203328749
27308,0.1594706891627975,0.4791832531506466
27309,0.5504282699993792,0.891724250621189
27310,0.0716349259266161,0.12657943462243085
27311,0.09135985283453507,0.15897401779077333
27312,0.10006898236162319,0.22838470724169196
27313,0.0821541096556168,0.18046676905042383
27314,0.06532194302649201,0.13897938298301138
27315,0.0821541096556168,0.25102954819599405
27316,0.2398120331938897,0.7329277775085855
27317,0.07225555936554315,0.10834946882842685
27318,0.15827518260831605,0.18833927807408443
27319,0.3533203624973431,0.8172776213299132
27320,0.3891726611038959,0.224368970174639
27321,0.06929179624581677,0.7267349031895982
27322,0.1853000590055208,0.11844946996186358
27323,0.11474969826957164,0.6055126750619616
27324,0.4054518995297665,0.5140503074950291
27325,0.6741913938411835,0.8607913010208598
27326,0.15658571292811643,0.7213151758400458
27327,0.08824631874400646,0.22531242697238954
27328,0.1470519585046137,0.43243166046797155
27329,0.0933751351470315,0.18325427720262866
27330,0.05446608136200359,0.485767081607521
27331,0.08603111650434443,0.2028685450212912
27332,0.11346501544662946,0.8879244300709179
27333,0.6663043959659595,0.8451612677905083
27334,0.0700882020060143,0.12551116577941362
27335,0.14970190232644764,0.1570017147450191
27336,0.09948046349825952,0.16624674136706463
27337,0.2804297932950981,0.5613183686672276
27338,0.1952224759104853,0.18176857223470447
27339,0.2422322366836688,0.2609773890385053
27340,0.056224921240521954,0.11818732553706211
27341,0.1594706891627975,0.6867701688917559
27342,0.057627928659042364,0.39376179314213866
27343,0.06774543173591328,0.11547974061784871
27344,0.16615282180710433,0.40370536059377865
27345,0.07080146250300942,0.1919060557487836
27346,0.748693210367298,0.8735230882182534
27347,0.6705866303126491,0.8609594116300744
27348,0.08603111650434443,0.2568956129854877
27349,0.08332071781732926,0.15818839696249043
27350,0.10250329566715931,0.8744969626124071
27351,0.8373161757928543,0.7789563018166045
27352,0.10907943501452354,0.15369721675540246
27353,0.05324727007534555,0.17780254899753742
27354,0.11176873162025112,0.7189216537466799
27355,0.23140646777672305,0.5827255695384974
27356,0.16683701060748152,0.753867656904288
27357,0.07544086651078062,0.2948357724751333
27358,0.11471939064623607,0.6880171931374379
27359,0.22985585489845647,0.7427895626729281
27360,0.14846803411581402,0.6157051339890623
27361,0.06267616379070808,0.9014328247930764
27362,0.20665805451941047,0.5418084620962907
27363,0.1172573711343226,0.12916918108314906
27364,0.07355723581096031,0.3921362136326907
27365,0.20707258723748118,0.6522838044756631
27366,0.4287865377967173,0.568615657341313
27367,0.4237034191816379,0.6888263977151468
27368,0.08901648634790238,0.526192542716316
27369,0.08084184597799987,0.13904693681337402
27370,0.06255453838112121,0.9007103013569435
27371,0.2840179884995321,0.41661421029946727
27372,0.07478637078846993,0.13050458763706468
27373,0.7612589846057795,0.8146188750011775
